artist,href,style,country
"KOLYADIN, GLEB",10600,Crossover Prog,Russia
KOMARA,9689,Eclectic Prog,Multi-National
KOMAS MIDA,6029,Post Rock/Math rock,Sweden
KOMATSU,8365,Post Rock/Math rock,Finland
KOMBINAT M,2598,RIO/Avant-Prog,Austria
KOMINTERN,2813,RIO/Avant-Prog,France
KOMPENDIUM,7790,Crossover Prog,United Kingdom
"KOMPRESSOR EXPERIMENT, THE",11176,Experimental/Post Metal,Switzerland
KONCHORDAT,5183,Neo-Prog,United Kingdom
KONG,2647,Experimental/Post Metal,Netherlands
KONGH,3216,Experimental/Post Metal,Sweden
"KONIKIEWICZ, WOJCIECH",12399,Progressive Electronic,Poland
KONOM,11654,Progressive Metal,United Kingdom
KONTAKTE,8172,Post Rock/Math rock,United Kingdom
KONTRABURGER,2275,Prog Folk,Poland
KONTRAST,4401,Krautrock,Germany
KOPECKY,193,Heavy Prog,United States
KOPILOTT,12735,Psychedelic/Space Rock,Spain
KORAI ÖRÖM,746,Psychedelic/Space Rock,Hungary
"KORAY, ERKIN",4657,Psychedelic/Space Rock,Turkey
KORB,11519,Krautrock,United Kingdom
KOREKYOJINN,3034,RIO/Avant-Prog,Japan
KORMORÁN,5899,Prog Folk,Hungary
KORMORANY,5891,RIO/Avant-Prog,Poland
KORNET,5897,Jazz Rock/Fusion,Sweden
KORNI GRUPA (KORNELYANS),1291,Jazz Rock/Fusion,Yugoslavia
KORNMO,11123,Symphonic Prog,Norway
KOROIEV,8551,Progressive Electronic,Spain
KOROVA MILK BAR,8215,RIO/Avant-Prog,France
KORPUS 2 (Корпус 2),8725,Eclectic Prog,Russia
KORZO,11777,Experimental/Post Metal,Ukraine
KOSKA,8692,Crossover Prog,Spain
KOSMISCHER LÄUFER,9122,Krautrock,Germany
KOSMODOME,12036,Heavy Prog,Norway
KOSMOGON,11986,Progressive Electronic,Sweden
KOSMOGRAD,8055,Experimental/Post Metal,Canada
KÖSMONAUT,6613,Progressive Electronic,United States
KOSMOS,5314,Psychedelic/Space Rock,Canada
KOSMOS,3437,Prog Folk,Finland
KOSMOSE,12738,Krautrock,Belgium
KOSMUS,9866,Progressive Metal,Brazil
KOSTAREV GROUP,3009,Jazz Rock/Fusion,Russia
"KOSTEROVA, JULIA",11673,Progressive Metal,Russia
KOSTNATěNÍ,12599,Tech/Extreme Prog Metal,United States
"KOSUGI, TAKEHISA",3493,Progressive Electronic,Japan
KOTEBEL,397,Symphonic Prog,Spain
"KOTILAINEN,  ESA",4803,Progressive Electronic,Finland
KOUMA,10852,RIO/Avant-Prog,France
KOURTYL,3531,Heavy Prog,France
KOUSOKUYA,5653,Psychedelic/Space Rock,Japan
KOUTUS,10031,RIO/Avant-Prog,Finland
"KOVAč , KORNELIJE",4953,Prog Related,Yugoslavia
KOVLO,8149,Post Rock/Math rock,Switzerland
KOYAANISQATSY,6398,Progressive Metal,Germany
KOYO,10451,Crossover Prog,United Kingdom
KOZMIC MUFFIN,3724,Psychedelic/Space Rock,Spain
KRAAN,1219,Jazz Rock/Fusion,Germany
KRABAT,1988,Jazz Rock/Fusion,Germany
KRACQ,8222,Eclectic Prog,Netherlands
KRAENE,9213,Post Rock/Math rock,Germany
KRAFTWERK,1589,Progressive Electronic,Germany
KRAKATAU,9438,Krautrock,Australia
KRAKATOA,2171,Jazz Rock/Fusion,United States
KRAKEN IN THE MAELSTROM,9146,Eclectic Prog,Italy
KRAKOW,7796,Experimental/Post Metal,Norway
KRALDJURSANSTALTEN,3924,RIO/Avant-Prog,Sweden
"KRALJ, MIHA",7198,Progressive Electronic,Yugoslavia
KRALLICE,5131,Tech/Extreme Prog Metal,United States
"KRAMARSKI PROJECT, THE RYSZARD",11536,Crossover Prog,Poland
KRAMER,5011,Neo-Prog,Netherlands
"KRANTZ, WAYNE",4613,Jazz Rock/Fusion,United States
KRÁSNÉ NOVÉ STROJE,5665,Crossover Prog,Czech Republic
"KRAUSE, DAGMAR",5224,RIO/Avant-Prog,Germany
KRAUTWERK,11492,Krautrock,Germany
KRAUTZONE,9153,Psychedelic/Space Rock,Germany
"KRAVETZ, JEAN-JACQUES",4795,Krautrock,Germany
KRÉ,808,Jazz Rock/Fusion,Venezuela
KREL,4725,Psychedelic/Space Rock,United Kingdom
KREPERA,10625,Progressive Metal,Sweden
KREUZWEG,2310,Prog Related,Germany
"KRIEGEL, VOLKER",2455,Jazz Rock/Fusion,Germany
KRISTEN,9356,Post Rock/Math rock,Poland
KROBAK,3397,Post Rock/Math rock,Ukraine
KROKO,2272,RIO/Avant-Prog,Finland
KROKODIL,2562,Krautrock,Switzerland
KROKOFANT,9003,Jazz Rock/Fusion,Norway
KROM LEK,4707,Psychedelic/Space Rock,United Kingdom
KROMLECH,737,Eclectic Prog,Mexico
KRONER CIRKUS,6172,Crossover Prog,Poland
KRUGER,6360,Experimental/Post Metal,Switzerland
"KRÜGER, KLAUS",3925,Progressive Electronic,Germany
KRUNKELSTILTSKIN,9376,Crossover Prog,United States
KRUZENSHTERN & PAROHOD,2632,RIO/Avant-Prog,Israel
KSHETTRA,11278,Post Rock/Math rock,Russia
KSIEZYC,11907,RIO/Avant-Prog,Poland
KSIZ,7549,Progressive Metal,France
KTU,3849,Eclectic Prog,Multi-National
KTZAT ACHERET,3261,Eclectic Prog,Israel
KUATO,9252,Post Rock/Math rock,Canada
KUBUSSCHNITT,12173,Progressive Electronic,Germany
KUHA.,7399,RIO/Avant-Prog,Finland
KUJAKUON,954,Jazz Rock/Fusion,Japan
"KUJANPAA, JUHA",10446,Prog Folk,Finland
"KULJU, DAVE",5900,Crossover Prog,United States
KULTIVATOR,982,Eclectic Prog,Sweden
KULTUR SHOCK,3727,RIO/Avant-Prog,Multi-National
KULU HATHA MAMNUA,5466,RIO/Avant-Prog,Switzerland
KUMINA.ORG,4620,Jazz Rock/Fusion,Finland
KUMM,4360,Crossover Prog,Romania
KUMORIGAHARA,12171,Eclectic Prog,Japan
KUNDABUFFER,8133,Crossover Prog,Argentina
KUNDALINI,8623,Jazz Rock/Fusion,Sweden
KUNDALINI SHAKTI DEVI,7398,Rock Progressivo Italiano,Italy
KUNGENS MÄN,9525,Psychedelic/Space Rock,Sweden
KUNI KAWACHI TO KARE NO TOMODACHI,5333,Psychedelic/Space Rock,Japan
KURGAN'S BANE,194,Progressive Metal,United States
KURKI,4013,Crossover Prog,Finland
KURS KAYA,9682,Post Rock/Math rock,Russia
KURUSHIMI,11718,RIO/Avant-Prog,Australia
"KURWS, THE",12275,RIO/Avant-Prog,Poland
KUUSUMUN PROFEETTA,7431,Crossover Prog,Finland
KVARTETTEN SOM SPRANGDE,5942,Crossover Prog,Sweden
KVASAR,6805,Psychedelic/Space Rock,Spain
KVAZAR,872,Symphonic Prog,Norway
KWADRAT,5001,Eclectic Prog,Poland
KWOON,4844,Post Rock/Math rock,France
KWORTET,9656,Jazz Rock/Fusion,United Kingdom
KYLESA,5306,Experimental/Post Metal,United States
KYRANT,11175,Progressive Metal,Denmark
"KYRE, MIKE",11587,Progressive Metal,Greece
KYRIE ELEISON,575,Symphonic Prog,Austria
KYROS / EX SYNAESTHESIA,8702,Crossover Prog,United Kingdom
KYTAJA,3297,Eclectic Prog,Finland
L A N D S R A A D,12365,Progressive Electronic,United Kingdom
L'RAIN,12644,Crossover Prog,United States
L.S. BEARFORCE,10665,Krautrock,Germany
LA CADENA PSYCH JAMBAND,11680,Psychedelic/Space Rock,Spain
LA CRUNA DEL LAGO,12271,Rock Progressivo Italiano,Italy
LA DÜSSELDORF,2141,Krautrock,Germany
LA FLAG,10200,Post Rock/Math rock,Portugal
LA HORSA BIANCA,11635,Psychedelic/Space Rock,Ukraine
LA MAR,9211,Post Rock/Math rock,Venezuela
LA PONTO ENSEMBLO,12293,Progressive Electronic,Multi-National
LA YNE,9084,Crossover Prog,Finland
LA! NEU?,2911,Krautrock,Germany
"LABAT, JEAN-YVES",12648,Progressive Electronic,France
LABIRINTO,6273,Post Rock/Math rock,Brazil
"LABIRINTO DI ALICE, IL",11059,Rock Progressivo Italiano,Italy
LABIRINTO DI SPECCHI,6249,Rock Progressivo Italiano,Italy
LABORATOR,6753,Crossover Prog,France
LABORATORIUM,2857,Jazz Rock/Fusion,Poland
LABRADFORD,4834,Post Rock/Math rock,United States
"LABRIE, JAMES",1615,Progressive Metal,Canada
LABYRINTH,520,Progressive Metal,Italy
LAC PLACIDE,4514,Progressive Metal,France
"LACONIC, THE",12580,Eclectic Prog,United States
LACRIMOSA,1462,Progressive Metal,Germany
LACRYMOSA,3953,RIO/Avant-Prog,Japan
LADDIO BOLOCKO,12550,Krautrock,United States
"LADIES, THE",3396,Post Rock/Math rock,United States
LADY LAKE,1681,Symphonic Prog,Netherlands
LADY WITH,10283,Jazz Rock/Fusion,France
LAGARTIJA,5429,Rock Progressivo Italiano,Italy
LAGGER BLUES MACHINE,859,Zeuhl,Belgium
LAGHONIA,2144,Psychedelic/Space Rock,Peru
LAGITAGIDA,7192,Heavy Prog,Japan
LAHOST,1359,Neo-Prog,United Kingdom
"LAINHART, RICHARD",2969,Progressive Electronic,United States
LAKE OF TEARS,4509,Progressive Metal,Sweden
"LAKE, GREG",2887,Prog Related,United Kingdom
LAKTATING YAK,10734,Zeuhl,United States
LALU,2685,Progressive Metal,France
LAMAGAIA,10089,Psychedelic/Space Rock,Sweden
LAMANAÏF,8503,Progressive Metal,Italy
LAMBWOOL,8998,Progressive Electronic,France
"LAMONT, BRUCE",7063,Prog Folk,United States
LAMP OF THE UNIVERSE,2217,Indo-Prog/Raga Rock,New Zealand
LANA LEE,10064,Psychedelic/Space Rock,Spain
LAND OF CHOCOLATE,195,Jazz Rock/Fusion,United States
LANDBERK,196,Heavy Prog,Sweden
"LANDFERMANN, RAINER",11810,Experimental/Post Metal,Germany
LANDFORGE,7726,Experimental/Post Metal,United Kingdom
LANDING,4622,Psychedelic/Space Rock,United States
LANDMARQ,197,Neo-Prog,United Kingdom
LANDS END,198,Psychedelic/Space Rock,United States
LANDSCAPE,9450,Crossover Prog,Poland
LANDSCAPE,8658,Heavy Prog,Netherlands
"LANE, LANA",7692,Prog Related,United States
"LANE, SHAWN",5401,Jazz Rock/Fusion,United States
LANFEAR,4508,Progressive Metal,Germany
"LANG, YOGI",6654,Crossover Prog,Germany
"LANGLOIS, JÉROME",3293,Prog Folk,Canada
LANGSYNE,1716,Indo-Prog/Raga Rock,Germany
"LANGUIRAND, PASCAL",7706,Progressive Electronic,Canada
LANTINOR,8402,Crossover Prog,Russia
LANTLOS,8905,Experimental/Post Metal,Germany
LANVALL,199,Symphonic Prog,Austria
LAOZI,9367,Progressive Electronic,Georgia
LAPERA,9524,Rock Progressivo Italiano,Italy
LAPIS LAZULI,10820,Jazz Rock/Fusion,United Kingdom
LAPLACE,4610,Eclectic Prog,Argentina
"LAPPO, EGOR",10618,Progressive Metal,Russia
LÁQUESIS,8634,Symphonic Prog,Argentina
"LARAMEE, PETE",5177,Progressive Metal,United States
LARD FREE,1603,Krautrock,France
LARSEN,5662,Post Rock/Math rock,Italy
LARSEN RUPIN,5425,RIO/Avant-Prog,Switzerland
"LARSSON, LALLE",5539,Eclectic Prog,Sweden
"LARUE, LISA",5841,Crossover Prog,United States
LARVAL,2879,RIO/Avant-Prog,United States
LASCAILLE'S SHROUD,8507,Tech/Extreme Prog Metal,United States
LASER,4999,Rock Progressivo Italiano,Italy
LASER PACE,5262,Eclectic Prog,United States
LASK,6059,RIO/Avant-Prog,Germany
"LASRY, TEDDY",7836,Progressive Electronic,France
LAST CHANCE TO REASON,5916,Tech/Extreme Prog Metal,United States
LAST CRACK,8680,Progressive Metal,United States
"LAST DETAIL, THE",12646,Crossover Prog,Netherlands
LAST EXIT,6034,RIO/Avant-Prog,United States
LAST FLIGHT TO PLUTO,11720,Crossover Prog,United Kingdom
LAST KNIGHT,10943,Crossover Prog,Multi-National
LAST LAUGH,2134,Heavy Prog,Sweden
"LAST PLACID DAYS OF PLENTY, THE",5087,Neo-Prog,Canada
LAST PLANE OUT,12865,Crossover Prog,Sweden
LAST SCATTERING,9809,Progressive Metal,Canada
"LAST THINGS, THE",4863,Progressive Metal,United States
LAST TURION,201,Crossover Prog,Germany
"LAST VOID, THE",6388,Progressive Metal,Costa Rica
LAST WARNING,4301,Progressive Metal,Italy
LASTER,12688,Experimental/Post Metal,Netherlands
LASTING WEEP,3018,Jazz Rock/Fusion,Canada
LATITUDES,3703,Experimental/Post Metal,United Kingdom
LATTE E MIELE,202,Rock Progressivo Italiano,Italy
LAUGHING STOCK,11204,Neo-Prog,Norway
"LAULUND, SIMON",12499,Progressive Metal,Denmark
LAUNDRY,10497,Heavy Prog,United States
LAURA,2852,Post Rock/Math rock,Australia
LAURA,7067,Crossover Prog,France
LAURELIE,4715,Prog Folk,Belgium
"LAURINI, LUCIANO",7795,Rock Progressivo Italiano,Italy
LAVA,3777,Psychedelic/Space Rock,Sweden
LAVA,4328,Krautrock,Germany
LAVA ENGINE,6619,Progressive Metal,Sweden
LAVIÀNTICA,8817,Crossover Prog,Italy
LAY LLAMAS,9443,Psychedelic/Space Rock,Italy
LAYRA,6646,Crossover Prog,Italy
LAZA I IPE,2297,Symphonic Prog,Yugoslavia
LAZARO,7370,Progressive Metal,France
"LAZARUS TRIO, THE",10180,Crossover Prog,United States
"LAZE, THE",4004,Eclectic Prog,United Kingdom
LAZER/WULF,7690,Tech/Extreme Prog Metal,United States
LAZERTÜTH,11431,Psychedelic/Space Rock,United States
LAZLEITT,10733,Neo-Prog,United States
LAZONA,729,Post Rock/Math rock,Italy
LAZULI,3378,Eclectic Prog,France
LAZY DOLL,8618,Crossover Prog,France
LE MUR,9062,Psychedelic/Space Rock,Germany
LEAFBLADE,8540,Prog Folk,United Kingdom
LEAN LEFT,6093,RIO/Avant-Prog,Multi-National
LEAP DAY,4600,Neo-Prog,Netherlands
LEAVING TOMORROW,11998,Crossover Prog,Greece
LEB I SOL,1689,Jazz Rock/Fusion,Yugoslavia
LEBANON,3071,Post Rock/Math rock,Israel
"LEBLANC, GUY",5771,Crossover Prog,Canada
LEBOWSKI,6073,Crossover Prog,Poland
LED BIB,4905,RIO/Avant-Prog,United Kingdom
LED ZEPPELIN,2705,Prog Related,United Kingdom
"LEDESMA, JOSÉ LUIS FERNÁNDEZ",3507,RIO/Avant-Prog,Mexico
"LEE, GEDDY",2525,Prog Related,Canada
"LEE, LUCAS",10826,Heavy Prog,United States
LEECH,5338,Post Rock/Math rock,Switzerland
LEECH,7456,Heavy Prog,Estonia
"LEES, JOHN",2765,Crossover Prog,United Kingdom
LEFT AS RAIN,10796,Progressive Metal,United States
LEFT BRAIN,6189,Experimental/Post Metal,United States
LEFTYFISH,11319,RIO/Avant-Prog,Indonesia
LEGACY,601,Symphonic Prog,United States
LEGACY PILOTS,10985,Symphonic Prog,Germany
LEGEND,602,Neo-Prog,United Kingdom
LEGEND,7878,Heavy Prog,United States
"LEGENDARY FLOWER PUNK, THE",11223,Psychedelic/Space Rock,Russia
"LEGENDARY PINK DOTS, THE",1963,Psychedelic/Space Rock,United Kingdom
LEGER DE MAIN,203,Progressive Metal,United States
LEGGAT,5785,Neo-Prog,Canada
LEGS ON WHEELS,12675,Eclectic Prog,United Kingdom
LEHMEJUM,1360,Jazz Rock/Fusion,Brazil
LEI SECA,204,Symphonic Prog,Brazil
LEITMOTIV,4215,Symphonic Prog,Canada
"LEMAIRE,  STÉPHANE",3837,Progressive Electronic,France
LEMMUS LEMMUS,4887,Psychedelic/Space Rock,Israel
LEMONADE INFLUENCE,8918,Psychedelic/Space Rock,Greece
"LEMOUCHI AND HIS ENEMIES, SELIM",8786,Psychedelic/Space Rock,Netherlands
LEMUR VOICE,205,Progressive Metal,Netherlands
LEMURYA,9505,Eclectic Prog,France
"LEN, IGOR",7503,Progressive Electronic,Russia
LENGSEL,12833,Tech/Extreme Prog Metal,Norway
LENIN,6035,Psychedelic/Space Rock,Argentina
LENINGRAD BLUES MACHINE,5858,Psychedelic/Space Rock,Japan
"LENS, THE",206,Neo-Prog,United Kingdom
LENTO,3346,Experimental/Post Metal,Italy
LEO NERO,6218,Rock Progressivo Italiano,Italy
"LEO, JOHN DE",7314,RIO/Avant-Prog,Italy
"LEONI, I",4003,Rock Progressivo Italiano,Italy
"LEOPOLD, PERRY",7257,Prog Folk,United States
LEPRECHAUN,3797,Jazz Rock/Fusion,Chile
"LEPRINO, FRANCO",2869,Progressive Electronic,Italy
LEPROUS,4783,Tech/Extreme Prog Metal,Norway
LEROUGE,8965,Progressive Electronic,France
"LERTXUNDI, BENITO",8910,Prog Folk,Spain
LES LEKIN,9744,Psychedelic/Space Rock,Austria
LES TONY MARTINI,12553,Jazz Rock/Fusion,Canada
LESBIAN,4160,Experimental/Post Metal,United States
"LESH, NED LAGIN & PHIL",8929,Progressive Electronic,United States
"LESINSKI, PAUL",12797,Crossover Prog,United States
LESOIR,11371,Crossover Prog,Netherlands
LESPECIAL,12626,Experimental/Post Metal,United States
LEST,7542,Heavy Prog,France
LET AIRPLANES CIRCLE OVERHEAD,8059,Post Rock/Math rock,United Kingdom
LET SEE THIN,11637,Neo-Prog,Poland
"LETCHFORD, CHRIS",9190,Jazz Rock/Fusion,United States
LETHAL,5266,Progressive Metal,United States
LETHE,7666,Symphonic Prog,Netherlands
LETHE,593,Rock Progressivo Italiano,Italy
LETHEAN,7209,Eclectic Prog,Italy
"LEUTER, CECIL",2971,Progressive Electronic,France
LEVEL PI,11707,Krautrock,Germany
LEVI / WERSTLER,6681,Tech/Extreme Prog Metal,United States
LEVIATHAN,207,Progressive Metal,United States
LEVIATHAN,216,Neo-Prog,Italy
LEVIATHAN,1512,Crossover Prog,United States
LEVIN - MINNEMANN - RUDESS,8547,Heavy Prog,United States
"LEVIN GROUP, BEN",9381,RIO/Avant-Prog,United States
"LEVIN, TONY",1971,Jazz Rock/Fusion,United States
"LEVITATION HEX, THE",8463,Tech/Extreme Prog Metal,Australia
"LEWIS, MINGO",11072,Jazz Rock/Fusion,United States
LI TROUBAIRES DE COUMBOSCURO,7003,Prog Folk,Italy
LI'ED,11089,Progressive Metal,Israel
LIAM,9561,Post Rock/Math rock,Germany
LIBRA,3499,Rock Progressivo Italiano,Italy
LICE,11988,Tech/Extreme Prog Metal,Spain
LICHTPYRAMIDE,11491,Krautrock,United Kingdom
"LICKERISH, FRANCIS",7824,Symphonic Prog,United Kingdom
LIED DES TEUFELS / EX HANUMAN,3479,Krautrock,Germany
LIFE,2292,Crossover Prog,Sweden
LIFE,2309,Krautrock,Germany
LIFE,12267,Prog Related,United Kingdom
LIFE LINE PROJECT,7640,Symphonic Prog,Netherlands
LIFE STAGE,5128,Progressive Metal,United States
LIFE TO THOSE SHADOWS,10771,Progressive Metal,Brazil
"LIFELONG JOURNEY, A",11066,Crossover Prog,Italy
LIFESIGNS,7890,Neo-Prog,United Kingdom
"LIFESON, ALEX",2469,Prog Related,Canada
LIFESTREAM,11950,Crossover Prog,Italy
LIFT,11153,Crossover Prog,Germany
LIFT,2257,Symphonic Prog,United States
LIFT TO EXPERIENCE,12775,Post Rock/Math rock,United States
LIGEIA MARE,9419,RIO/Avant-Prog,United States
LIGHT,11383,Crossover Prog,Argentina
LIGHT,12466,Eclectic Prog,France
LIGHT,2417,Crossover Prog,Netherlands
LIGHT,6651,Neo-Prog,Netherlands
"LIGHT AFTERNOON, THE",8373,Crossover Prog,United Kingdom
LIGHT BEARER,6394,Experimental/Post Metal,United Kingdom
LIGHT COORPORATION,7279,RIO/Avant-Prog,Poland
LIGHT DAMAGE,9135,Neo-Prog,Luxembourg
"LIGHT IN THE OCEAN, THE",11061,Eclectic Prog,United States
"LIGHT SLEEPER, A",10948,RIO/Avant-Prog,United States
LIGHTHOUSE,3074,Jazz Rock/Fusion,Canada
LIGHTHOUSE SPARROWS,11460,Neo-Prog,Finland
LIGHTS & MOTION,9304,Post Rock/Math rock,Sweden
LIGHTS AT SEA,8144,Post Rock/Math rock,United States
LIGHTS OUT ASIA,8642,Post Rock/Math rock,United States
LIGHTSHINE,2076,Krautrock,Germany
LIGHTWAVE,10063,Progressive Electronic,France
LIGRO,8985,Jazz Rock/Fusion,Indonesia
LIIR BU FER,5975,Progressive Electronic,Italy
LIKE BELLS,5607,Post Rock/Math rock,United States
LIKE NOMADS,9632,Post Rock/Math rock,United States
LIKE WENDY,208,Neo-Prog,Netherlands
LILAC ORCHESTRA,10284,Jazz Rock/Fusion,Russia
LILIENTAL,1947,Progressive Electronic,Germany
LILY & MARIA,10901,Prog Folk,United States
"LILY GRAY, A",11580,Progressive Metal,United States
"LILY, A",2979,Post Rock/Math rock,United Kingdom
LIMBUS 3 & 4,2400,Krautrock,Germany
LIMITE ACQUE SICURE,12316,Rock Progressivo Italiano,Italy
LIMP,10010,Post Rock/Math rock,Denmark
LIMPID GREEN,8006,Crossover Prog,United States
LIND,11870,Eclectic Prog,Germany
LINDA MARTINI,4105,Post Rock/Math rock,Portugal
"LINDBERG & THE OTHER SIDE, JONAS",8600,Crossover Prog,Sweden
"LINDE, OKSANA",12159,Progressive Electronic,Venezuela
"LINDH AND BJÖRN JOHANSSON, PÄR",210,Symphonic Prog,Sweden
"LINDH PROJECT, PÄR",209,Symphonic Prog,Sweden
"LINDH, BJORN J:SON",5675,Eclectic Prog,Sweden
LINDWURM,8118,Jazz Rock/Fusion,Germany
LINEAR SPHERE,2697,Progressive Metal,United Kingdom
LINEATEORICA,8880,Rock Progressivo Italiano,Italy
LING TOSITE SIGURE,8574,Crossover Prog,Japan
LINGUS,10913,Crossover Prog,France
LION SHEPHERD,9772,Crossover Prog,Poland
LIQUID GRAVEYARD,6024,Tech/Extreme Prog Metal,Spain
"LIQUID LANDSCAPE, A",7323,Crossover Prog,Netherlands
LIQUID ORBIT,10217,Psychedelic/Space Rock,Germany
LIQUID SCARLET,1019,Heavy Prog,Sweden
LIQUID SOUND COMPANY,4352,Psychedelic/Space Rock,United States
LIQUID TENSION EXPERIMENT,211,Progressive Metal,United States
LIQUID VISIONS,6992,Psychedelic/Space Rock,Germany
LIQUID WOLF,8701,Heavy Prog,Finland
LIQUIDO DI MORTE,9835,Psychedelic/Space Rock,Italy
LIQUORWORKS,6522,Progressive Metal,Finland
LIRD VAN GOLES,4075,Crossover Prog,Switzerland
LISA O PIU,7002,Prog Folk,Sweden
"LISAC, JOSIPA",3032,Prog Related,Yugoslavia
LISERSTILLE / EX LIS ER STILLE,3784,Post Rock/Math rock,Denmark
LISKER,1362,Prog Folk,Spain
LISTING SHIPS,8260,Krautrock,United Kingdom
LITAI,8708,RIO/Avant-Prog,Italy
LITE,3352,Post Rock/Math rock,Japan
LITHIUM DAWN,7731,Experimental/Post Metal,United States
LITMUS,2172,Psychedelic/Space Rock,United Kingdom
LITTLE ATLAS,564,Neo-Prog,United States
LITTLE TRAGEDIES,2055,Symphonic Prog,Russia
LITTLE TYBEE,9483,Crossover Prog,United States
LITTLE WOMEN,6575,RIO/Avant-Prog,United States
LITURGY,11231,Experimental/Post Metal,United States
LIVE,12190,Symphonic Prog,Germany
"LIVENGOOD, JOHN",5022,Progressive Electronic,France
LIVES AND TIMES,8401,Crossover Prog,United Kingdom
"LIVGREN, KERRY",2215,Crossover Prog,United States
LIVING LIFE,7986,Jazz Rock/Fusion,Italy
LIVING STILTS,8999,Crossover Prog,Italy
LIVING TALES,11398,Progressive Metal,Portugal
"LIVING, THE",5666,Crossover Prog,Canada
LIVIT,8509,Progressive Metal,Germany
LIZARD,212,Eclectic Prog,Poland
LIZARD PROFESSOR,9974,Tech/Extreme Prog Metal,United States
LIZARDS EXIST,9164,Psychedelic/Space Rock,Croatia
LLC,12464,Post Rock/Math rock,United States
LLORAH,12473,Experimental/Post Metal,France
"LLOYD, CAILYN",9119,Symphonic Prog,United States
LO' THERE DO I SEE MY BROTHER,9316,Post Rock/Math rock,United States
"LOAD, THE",1497,Symphonic Prog,United States
LOBATE SCARP,8035,Crossover Prog,United States
"LOBDELL, STEVEN WRAY",12710,Krautrock,United States
LÖBO,6720,Experimental/Post Metal,Portugal
LOBSTER NEWBERG,3377,Eclectic Prog,United States
LOCAL 7,6579,Progressive Metal,France
"LOCALS, THE",8907,RIO/Avant-Prog,Germany
LOCANDA DELLE FATE,213,Rock Progressivo Italiano,Italy
LOCH NESS,1942,Symphonic Prog,Brazil
LOCH NESS,6569,Psychedelic/Space Rock,Mexico
LOCH VOSTOK,4507,Progressive Metal,Sweden
"LOCKWOOD, DIDIER",7227,Jazz Rock/Fusion,France
LOCOMOTIV GT,3190,Eclectic Prog,Hungary
LOCRIAN,12272,Experimental/Post Metal,United States
"LOCURCIO, EMILIO",3023,Rock Progressivo Italiano,Italy
LOCUS AMOENUS,9029,Rock Progressivo Italiano,Italy
LOCUST LEAVES,12368,Experimental/Post Metal,Greece
"LOCUST, THE",5209,Tech/Extreme Prog Metal,United States
LODESTAR DYNASTY,8521,Progressive Metal,United States
"LODGE, THE",3187,Canterbury Scene,United States
LOGAN DWIGHT,6888,Crossover Prog,Italy
LOGIC GATE,8928,Progressive Electronic,United States
LOGIC MESS / EX CRYSTAL LAKE,4877,Progressive Metal,Poland
LOGOS,4086,Rock Progressivo Italiano,Italy
LOINCLOTH,7441,Tech/Extreme Prog Metal,United States
LOKOMOTIVE KREUZBERG,6865,Krautrock,Germany
LOMO,12697,Jazz Rock/Fusion,United Kingdom
LONDON ODENSE ENSEMBLE,12348,Psychedelic/Space Rock,Multi-National
LONDON UNDERGROUND,870,Psychedelic/Space Rock,Italy
LONE STAR,2422,Heavy Prog,United Kingdom
"LONELY BEARS, THE",3796,Jazz Rock/Fusion,Multi-National
"LONELY CROWD, A",6869,Heavy Prog,Australia
